,num_parent_commits,merged_from_pull,lines_added,lines_deleted,lines_total,files_total,num_unique_file_formats,combined
1093,1,True,4,10,14,1,1,pass
1094,2,True,1416,423,1839,39,14,pass
1095,1,True,4,2,6,1,1,pass
1098,1,True,1,1,2,1,1,pass
1099,1,True,11,8,19,1,1,pass
1100,2,True,326,55,381,4,2,pass
1101,2,True,9,35,44,2,2,pass
1102,2,True,6,33,39,1,1,pass
1103,1,True,6,33,39,1,1,pass
1104,2,True,2,2,4,1,1,pass
1106,1,True,2,2,4,1,1,pass
1107,1,True,207,35,242,1,1,pass
1112,2,True,3,2,5,1,1,pass
1113,1,True,3,2,5,1,1,pass
1115,2,True,13,12,25,2,1,pass
1116,2,True,12,11,23,1,1,pass
1117,1,True,3,3,6,1,1,pass
1118,1,True,9,8,17,1,1,pass
1120,2,True,1,1,2,1,1,pass
1121,1,True,1,1,2,1,1,pass
1122,2,True,1,1,2,1,1,pass
1123,1,True,1,1,2,1,1,pass
1125,1,True,29,29,58,1,1,pass
1126,1,True,149,145,294,1,1,pass
1127,2,True,85,76,161,1,1,pass
1128,2,True,85,76,161,1,1,pass
1129,1,True,85,76,161,1,1,pass
1130,2,True,33,18,51,3,2,pass
1131,2,True,44,33,77,5,3,pass
1132,1,True,1,1,2,1,1,pass
1133,1,True,3,1,4,1,1,fail
1134,1,True,1,7,8,1,1,pass
1135,1,True,33,18,51,3,2,pass
1136,1,True,9,5,14,1,1,pass
1137,1,True,2,1,3,1,1,pass
1138,1,True,1,0,1,1,1,pass
1142,2,True,10,0,10,1,1,pass
1143,1,True,10,0,10,1,1,pass
1144,2,True,1015,329,1344,38,14,pass
1145,1,True,5,3,8,1,1,pass
1146,2,True,6,6,12,1,1,pass
1147,1,True,0,1,1,1,1,pass
1148,1,True,403,38,441,1,1,pass
1150,2,True,6,6,12,1,1,pass
1151,1,True,6,6,12,1,1,pass
1152,2,True,218,105,323,6,2,pass
1153,2,True,194,105,299,5,2,pass
1155,1,True,2,2,4,1,1,pass
1156,1,True,0,1,1,1,1,pass
1157,1,True,0,1,1,1,1,fail
1158,1,True,10,1,11,1,1,fail
1169,1,True,24,0,24,1,1,pass
1170,1,True,0,1,1,1,1,pass
1172,2,True,88,42,130,8,4,pass
1173,1,True,20,5,25,3,3,pass
1174,1,True,62,36,98,4,2,pass
1175,1,True,1,1,2,1,1,pass
1176,1,True,1,1,2,1,1,pass
1177,2,True,6,1,7,2,2,pass
1178,2,True,63,12,75,5,4,pass
1179,1,True,6,1,7,2,2,pass
1180,1,True,6,0,6,1,1,pass
1181,1,True,25,7,32,2,2,pass
1182,1,True,31,2,33,1,1,pass
1183,2,True,1,1,2,1,1,pass
1184,1,True,1,1,2,1,1,pass
1185,2,True,6,2,8,2,2,pass
1186,1,True,4,0,4,1,1,pass
1187,1,True,2,2,4,1,1,pass
1188,1,True,92,17,109,4,3,pass
1207,2,True,10,8,18,3,3,pass
1208,1,True,4,0,4,1,1,pass
1209,1,True,6,8,14,2,2,pass
1210,2,True,7,1,8,1,1,pass
1211,2,True,80,69,149,2,1,pass
1212,1,True,17,17,34,1,1,pass
1213,1,True,7,1,8,1,1,pass
1214,1,True,1,1,2,1,1,pass
1215,1,True,26,22,48,1,1,pass
1217,2,True,92,0,92,4,2,pass
1218,1,True,4,0,4,1,1,pass
1219,1,True,88,0,88,3,2,pass
1220,2,True,1,1,2,1,1,pass
1221,1,True,1,1,2,1,1,pass
1222,2,True,4,0,4,1,1,pass
1223,1,True,4,0,4,1,1,pass
1224,2,True,1,1,2,1,1,pass
1225,1,True,1,1,2,1,1,pass
1226,2,True,5,1,6,2,1,pass
1227,2,True,9,5,14,1,1,fail
1228,1,True,4,0,4,1,1,pass
1229,1,True,9,5,14,1,1,pass
1230,1,True,1,1,2,1,1,pass
1231,2,True,7,1,8,1,1,pass
1232,1,True,7,1,8,1,1,pass
1233,1,True,8,4,12,1,1,pass
1234,2,True,4,0,4,1,1,pass
1235,2,True,5,0,5,2,2,pass
1236,2,True,4,0,4,2,2,pass
1237,1,True,3,0,3,1,1,pass
1238,1,True,3,0,3,1,1,pass
1239,1,True,1,0,1,1,1,pass
1240,2,True,3237,2253,5490,34,1,pass
1241,1,True,240,279,519,15,1,pass
1242,1,True,2,2,4,1,1,pass
1243,1,True,12,14,26,1,1,pass
1244,1,True,55,27,82,3,1,pass
1245,1,True,327,151,478,13,1,pass
1264,2,True,89,39,128,7,2,pass
1265,2,True,9,2,11,1,1,pass
1266,1,True,9,2,11,1,1,pass
1267,2,True,1,0,1,1,1,pass
1268,1,True,1,0,1,1,1,pass
1269,1,True,6,6,12,1,1,pass
1272,1,True,246,285,531,14,1,pass
1273,2,True,42,5,47,4,1,pass
1274,1,True,1,1,2,1,1,pass
1275,1,True,5,1,6,1,1,pass
1276,2,True,21,16,37,1,1,pass
1277,1,True,20,22,42,1,1,pass
1279,1,True,19,2,21,1,1,pass
1280,1,True,40,52,92,1,1,pass
1297,1,True,18,2,20,3,1,pass
1299,1,True,45,17,62,3,1,pass
1300,2,True,220,138,358,3,1,pass
1301,2,True,381,171,552,14,3,pass
1302,1,True,1,2,3,1,1,pass
1303,1,True,9,6,15,1,1,pass
1304,2,True,305,158,463,9,2,pass
1305,1,True,1,1,2,1,1,pass
1306,2,True,75,14,89,7,3,pass
1307,2,True,75,14,89,6,3,pass
1308,2,True,14,16,30,6,3,pass
1311,1,True,2,1,3,1,1,pass
1312,1,True,0,7,7,1,1,fail
1313,1,True,1,0,1,1,1,fail
1314,1,True,1,0,1,1,1,pass
1315,1,True,0,1,1,1,1,pass
1316,1,True,12,6,18,2,2,fail
1317,1,True,1,1,2,1,1,fail
1318,1,True,1,1,2,1,1,fail
1319,1,True,215,131,346,3,1,fail
1320,1,True,5,5,10,1,1,pass
1321,1,True,5,5,10,2,1,pass
1323,2,True,453,82,535,27,5,pass
1324,1,True,6,14,20,1,1,pass
1325,1,True,2,1,3,2,2,pass
1326,2,True,5,1,6,2,2,pass
1327,1,True,4,0,4,1,1,pass
1328,1,True,1,1,2,1,1,pass
1329,1,True,88,14,102,5,2,pass
1330,2,True,0,0,0,13,1,pass
1331,2,True,77,42,119,5,2,pass
1332,1,True,0,0,0,13,1,pass
1333,1,True,5,0,5,1,1,pass
1334,1,True,3,2,5,1,1,pass
1335,1,True,1,1,2,1,1,pass
1336,1,True,1,1,2,1,1,fail
1337,1,True,68,39,107,4,1,fail
1338,2,True,225,3,228,6,4,pass
1339,2,True,123,11,134,6,2,pass
1340,2,True,14,3,17,2,2,pass
1342,2,True,119,18,137,8,2,pass
1344,1,True,3,3,6,1,1,pass
1345,2,True,4,0,4,1,1,pass
1346,1,True,4,0,4,1,1,pass
1347,2,True,1,1,2,1,1,pass
1348,1,True,1,1,2,1,1,pass
1349,2,True,7,0,7,2,2,pass
1350,2,True,97,7,104,4,2,pass
1352,1,True,4,0,4,1,1,pass
1353,1,True,3,0,3,1,1,pass
1354,1,True,70,1,71,3,2,pass
1355,2,True,98,7,105,4,2,pass
1356,1,True,1,1,2,1,1,pass
1357,1,True,1,2,3,2,2,pass
1358,1,True,7,0,7,1,1,pass
1360,1,True,1,1,2,1,1,pass
1361,1,True,4,0,4,1,1,pass
1362,1,True,11,0,11,1,1,pass
1363,1,True,7,5,12,1,1,pass
1365,2,True,1,1,2,1,1,pass
1366,1,True,1,1,2,1,1,pass
1367,2,True,5,6,11,1,1,pass
1368,2,True,2,3,5,1,1,pass
1369,1,True,2,3,5,1,1,pass
1370,1,True,5,6,11,1,1,pass
1371,1,True,40,6,46,1,1,pass
1382,1,True,9,3,12,1,1,pass
1383,2,True,2717,849,3566,13,3,pass
1384,2,True,4,0,4,1,1,pass
1385,1,True,4,0,4,1,1,pass
1386,2,True,2,2,4,2,2,pass
1387,1,True,1,1,2,1,1,pass
1388,1,True,1,1,2,1,1,pass
1389,1,True,2,0,2,1,1,pass
1390,1,True,2,2,4,1,1,pass
1391,1,True,3,3,6,2,2,pass
1392,1,True,1124,828,1952,9,1,pass
1393,2,True,6,2,8,1,1,pass
1394,1,True,6,2,8,1,1,pass
1395,2,True,12,1,13,3,2,pass
1396,1,True,4,0,4,1,1,pass
1397,1,True,1,1,2,1,1,pass
1398,2,True,5,1,6,1,1,pass
1399,1,True,5,1,6,1,1,pass
1400,2,True,1,1,2,1,1,pass
1401,1,True,1,1,2,1,1,pass
1402,1,True,2,2,4,1,1,pass
1407,2,True,2,0,2,1,1,pass
1408,2,True,2,0,2,1,1,pass
1409,1,True,132,0,132,1,1,pass
1414,2,True,19,14,33,4,3,pass
1415,1,True,7,0,7,1,1,pass
1416,1,True,2,0,2,1,1,pass
1417,2,True,1,0,1,1,1,pass
1418,1,True,1,0,1,1,1,pass
1419,2,True,14,16,30,2,2,pass
1420,1,True,3,0,3,1,1,pass
1421,1,True,11,16,27,1,1,pass
1422,2,True,2,1,3,1,1,pass
1423,1,True,2,1,3,1,1,pass
1424,1,True,8,4,12,2,1,pass
1425,1,True,18,18,36,1,1,fail
1440,2,True,186,175,361,22,4,fail
1441,2,True,57,0,57,1,1,pass
1442,1,True,57,0,57,1,1,pass
1443,1,True,8,8,16,1,1,pass
1444,2,True,5,1,6,1,1,fail
1445,1,False,1,1,2,1,1,fail
1446,2,True,14,13,27,6,1,pass
1447,1,True,18,10,28,1,1,pass
1448,1,True,7,7,14,4,1,pass
1450,1,True,1,1,2,1,1,pass
1451,1,True,5,1,6,1,1,pass
1452,1,True,26,73,99,11,1,pass
1453,1,True,58,76,134,5,1,pass
1454,2,True,8,7,15,1,1,pass
1455,2,True,11,7,18,1,1,pass
1456,1,True,6,6,12,1,1,pass
1457,1,True,11,7,18,1,1,fail
1458,1,True,10,7,17,1,1,pass
1460,1,True,2,2,4,1,1,pass
1461,2,True,48,32,80,6,2,fail
1462,2,True,11,3,14,2,2,pass
1463,2,True,427,57,484,7,2,pass
1465,1,True,2,17,19,1,1,pass
1466,2,True,8,0,8,1,1,pass
1467,1,True,8,0,8,1,1,pass
1468,2,True,29,23,52,4,2,pass
1469,1,True,5,0,5,1,1,pass
1489,2,True,2,2,4,1,1,pass
1490,1,True,2,2,4,1,1,pass
1491,2,True,9,3,12,1,1,pass
1492,1,True,9,3,12,1,1,pass
1493,1,True,1,1,2,1,1,pass
1494,1,True,1,1,2,1,1,pass
1495,1,True,1,0,1,1,1,pass
1496,1,True,23,23,46,3,1,fail
1497,2,True,99,23,122,4,2,pass
1498,1,True,1,1,2,1,1,pass
1499,1,True,1,0,1,1,1,pass
1504,2,True,287,1,288,4,2,pass
1505,2,True,1751,542,2293,25,2,pass
1507,2,True,10,13,23,1,1,pass
1508,1,True,10,13,23,1,1,pass
1509,1,True,9,3,12,1,1,pass
1510,2,True,3,2,5,2,2,pass
1511,1,True,3,2,5,2,2,pass
1512,2,True,3,3,6,1,1,pass
1513,1,True,3,3,6,1,1,pass
1514,2,True,1431,224,1655,22,2,pass
1515,1,True,1,1,2,1,1,pass
1516,2,True,161,186,347,4,2,pass
1517,2,True,1,1,2,1,1,pass
1518,2,True,5,4,9,2,1,pass
1519,2,True,20,10,30,1,1,pass
1520,2,True,2,0,2,1,1,pass
1521,1,True,20,10,30,1,1,pass
1522,1,True,5,4,9,2,1,pass
1523,1,True,2,0,2,1,1,pass
1524,1,True,64,6,70,4,2,pass
1525,1,True,1,1,2,1,1,pass
1526,2,True,1,0,1,1,1,fail
1527,2,True,132,171,303,2,1,fail
1528,1,True,7,4,11,2,2,pass
1529,1,True,839,8,847,15,2,pass
1546,2,True,102,55,157,4,2,pass
1547,1,True,1,1,2,1,1,pass
1548,1,True,1,0,1,1,1,pass
1550,1,True,102,55,157,4,2,pass
1551,1,True,132,171,303,2,1,pass
1552,2,True,2,34,36,1,1,pass
1553,1,True,2,34,36,1,1,pass
1554,2,True,63,46,109,3,1,pass
1555,1,True,1,1,2,1,1,pass
1556,1,True,62,45,107,3,1,fail
1557,2,True,8,1,9,1,1,pass
1558,2,True,34,12,46,3,2,pass
1559,1,True,1,1,2,1,1,pass
1560,1,True,16,12,28,2,2,pass
1562,1,True,5,0,5,1,1,pass
1565,2,True,13,0,13,1,1,pass
1566,2,True,1,1,2,1,1,pass
1567,2,True,372,157,529,3,2,pass
1568,1,True,8,1,9,1,1,pass
1569,1,True,11,7,18,1,1,pass
1570,1,True,4,2,6,1,1,pass
1580,1,True,9,0,9,1,1,pass
1581,2,True,17,4,21,1,1,pass
1582,2,True,91,80,171,4,3,pass
1583,2,True,0,0,0,0,0,pass
1584,2,True,1,1,2,1,1,pass
1585,1,True,17,4,21,1,1,fail
1586,2,True,3,3,6,1,1,pass
1587,2,True,121,153,274,1,1,pass
1588,1,True,3,3,6,1,1,pass
1589,1,True,7,2,9,1,1,pass
1590,1,True,19,6,25,3,2,pass
1591,1,True,121,153,274,1,1,pass
1592,2,True,39,28,67,1,1,pass
1593,1,True,39,28,67,1,1,pass
1594,1,True,72,79,151,4,3,pass
1595,2,True,33,0,33,1,1,pass
1596,1,True,33,0,33,1,1,pass
1597,1,True,1,1,2,1,1,pass
1598,2,True,3,0,3,1,1,pass
1599,1,True,3,0,3,1,1,pass
1600,2,True,5,4,9,1,1,pass
1601,2,True,25,27,52,5,1,pass
1602,1,True,1,1,2,1,1,pass
1603,1,True,3,3,6,1,1,pass
1608,2,True,976,904,1880,5,2,pass
1609,2,True,975,906,1881,4,2,pass
1610,1,True,11,11,22,1,1,pass
1611,1,False,2,0,2,1,1,pass
1612,1,True,3,3,6,1,1,pass
1614,1,True,1,0,1,1,1,pass
1615,1,True,43,291,334,1,1,fail
1616,1,True,1,1,2,1,1,pass
1617,1,True,82,8,90,3,2,pass
1618,1,True,1,2,3,1,1,pass
1619,1,True,0,1,1,1,1,pass
1620,1,True,4,2,6,1,1,pass
1621,1,True,5,2,7,1,1,pass
1622,1,True,1,1,2,1,1,pass
1623,1,True,1,1,2,1,1,pass
1624,1,True,4,7,11,1,1,pass
1625,1,True,171,163,334,1,1,pass
1626,1,True,1,1,2,1,1,pass
1627,1,True,2,1,3,1,1,pass
1628,1,True,15,7,22,1,1,pass
1629,1,True,14,7,21,1,1,pass
1630,1,True,13,13,26,1,1,pass
1631,1,True,55,1,56,1,1,pass
1632,1,True,26,47,73,1,1,pass
1636,2,True,4,0,4,1,1,pass
1637,1,True,2,2,4,1,1,pass
1639,1,True,10,4,14,2,1,pass
1640,2,True,4,0,4,1,1,pass
1641,1,True,4,0,4,1,1,pass
1642,1,False,0,0,0,1,1,pass
1643,1,False,0,0,0,1,1,pass
1644,1,False,0,0,0,1,1,fail
1645,2,True,81,350,431,11,2,pass
1646,1,True,2,1,3,1,1,pass
1647,1,True,12,2,14,1,1,pass
1648,1,True,9,0,9,1,1,pass
1649,1,True,59,348,407,9,1,pass
1650,1,False,2,2,4,1,1,pass
1651,2,True,1,1,2,1,1,pass
1652,2,True,26,23,49,1,1,pass
1653,1,True,26,23,49,1,1,pass
1654,2,True,56,44,100,3,1,pass
1655,2,True,3,5,8,1,1,pass
1656,1,True,3,5,8,1,1,pass
1657,1,True,1,1,2,1,1,pass
1658,1,True,1,1,2,1,1,pass
1659,1,True,5,17,22,1,1,pass
1660,2,True,18,11,29,1,1,pass
1661,1,True,17,20,37,1,1,pass
1662,1,True,11,5,16,1,1,pass
1663,1,True,34,42,76,1,1,pass
1665,2,True,48,6,54,3,2,pass
1666,2,True,9,0,9,1,1,pass
1667,2,True,266,76,342,7,1,pass
1668,1,True,15,3,18,1,1,pass
1669,1,True,1,1,2,1,1,pass
1670,1,True,1,1,2,1,1,pass
1671,2,True,0,670,670,1,1,pass
1672,1,True,0,670,670,1,1,pass
1673,2,True,0,39,39,1,1,pass
1674,1,False,1,1,2,1,1,pass
1675,2,True,1,2,3,1,1,pass
1676,1,True,9,0,9,1,1,pass
1677,1,True,1,2,3,1,1,pass
1678,1,True,0,39,39,1,1,pass
1679,1,True,19,16,35,2,1,pass
1680,1,True,6,1,7,2,1,pass
1681,1,True,4,4,8,1,1,pass
1682,2,True,15,1,16,1,1,pass
1683,1,True,11,3,14,1,1,pass
1684,1,True,9,9,18,1,1,pass
1685,1,True,31,4,35,2,1,pass
1686,2,True,15,1,16,1,1,pass
1687,1,True,6,1,7,1,1,pass
1688,1,True,3,3,6,1,1,pass
1689,1,True,30,0,30,1,1,pass
1703,1,True,15,1,16,1,1,pass
1704,2,True,8,0,8,1,1,pass
1705,1,True,8,0,8,1,1,pass
1706,2,True,357,106,463,10,1,pass
1707,2,True,1,1,2,1,1,pass
1708,1,True,1,1,2,1,1,pass
1709,1,True,7,3,10,1,1,pass
1710,2,True,2,2,4,1,1,pass
1711,1,True,2,2,4,1,1,pass
1712,2,True,60,34,94,2,1,pass
1713,2,True,1,1,2,1,1,pass
1714,1,True,357,106,463,10,1,pass
1715,2,True,3,1,4,1,1,pass
1716,1,True,0,1,1,1,1,pass
1717,1,True,2,1,3,1,1,pass
1718,1,True,3,1,4,1,1,pass
1719,1,True,2,2,4,1,1,pass
1720,2,True,47,33,80,2,1,pass
1721,2,True,29,5,34,2,2,pass
1722,2,True,5,14,19,2,1,pass
1723,1,True,1,1,2,1,1,pass
1724,1,True,0,2,2,1,1,fail
1725,1,True,5,1,6,1,1,fail
1726,1,True,11,0,11,1,1,pass
1727,1,True,1,1,2,1,1,pass
1728,1,True,14,3,17,1,1,fail
1729,1,True,3,2,5,1,1,pass
1730,1,True,18,21,39,1,1,pass
1731,1,True,1,1,2,1,1,pass
1732,1,True,59,33,92,1,1,pass
1734,2,True,1,1,2,1,1,pass
1735,1,True,1,1,2,1,1,pass
1736,1,True,1,1,2,1,1,pass
1739,2,True,28,24,52,1,1,pass
1740,2,True,4,13,17,1,1,fail
1741,1,True,4,13,17,1,1,pass
1742,1,True,3,0,3,1,1,pass
1743,1,True,25,24,49,1,1,pass
1744,2,True,1,1,2,1,1,pass
1745,1,True,1,1,2,1,1,pass
1746,2,True,0,0,0,1,1,pass
1747,2,True,2949,1161,4110,26,8,pass
1748,2,True,66,8,74,4,2,pass
1749,2,True,49,0,49,2,1,pass
1750,2,True,13,6,19,1,1,pass
1751,1,True,19,5,24,2,1,pass
1752,1,True,13,6,19,1,1,pass
1753,1,True,5,1,6,1,1,pass
1754,1,True,1,1,2,1,1,pass
1755,2,True,4,2,6,1,1,pass
1756,1,True,4,2,6,1,1,pass
1757,1,True,27,0,27,1,1,pass
1758,1,True,1,1,2,1,1,pass
1759,1,True,25,11,36,1,1,fail
1760,1,True,4,17,21,1,1,fail
1761,1,True,1,9,10,1,1,fail
1762,1,True,5,2,7,1,1,fail
1763,1,True,39,4,43,2,1,fail
1764,2,True,78,34,112,4,2,fail
1765,2,True,64,31,95,2,1,pass
1766,2,True,3,3,6,1,1,pass
1767,1,True,1,1,2,1,1,pass
1768,1,True,1,0,1,1,1,fail
1769,1,True,15,1,16,2,1,fail
1770,2,True,20,9,29,3,2,fail
1771,2,True,2,2,4,1,1,pass
1772,1,True,2,2,4,1,1,pass
1773,1,True,3,1,4,2,1,pass
1774,1,True,85,41,126,4,1,pass
1775,1,True,39,0,39,2,1,pass
1776,1,True,23,6,29,1,1,pass
1777,1,True,27,0,27,1,1,pass
1778,1,True,2,1,3,2,1,pass
1779,1,True,3,3,6,2,1,pass
1780,1,True,46,22,68,2,1,pass
1781,1,True,6,11,17,2,2,pass
1782,1,True,1,1,2,1,1,fail
1783,2,True,0,0,0,0,0,fail
1785,2,True,17,3,20,1,1,pass
1786,1,True,71,16,87,3,3,fail
1787,1,True,0,1,1,1,1,pass
1788,1,True,18,3,21,1,1,pass
1789,1,True,1,0,1,1,1,pass
1790,1,True,1,0,1,1,1,pass
1791,2,True,1,1,2,1,1,fail
1792,2,True,1,4,5,1,1,pass
1793,1,True,2585,1078,3663,24,7,pass
1794,1,True,49,31,80,2,1,fail
1795,1,True,1,4,5,1,1,pass
1796,2,True,2,2,4,1,1,pass
1797,1,True,2,2,4,1,1,pass
1798,1,True,1,1,2,1,1,pass
1799,2,True,1,7,8,1,1,pass
1800,2,True,1,4,5,1,1,pass
1801,1,True,1,7,8,1,1,pass
1802,1,True,1,4,5,1,1,pass
1803,2,True,12,2,14,1,1,pass
1804,1,True,12,2,14,1,1,pass
1805,2,True,55,25,80,3,1,pass
1806,2,True,4,1,5,2,1,pass
1807,1,True,3,3,6,1,1,pass
1808,2,True,674,21,695,1,1,pass
1809,1,True,6,9,15,2,1,pass
1811,1,True,2,0,2,1,1,pass
1812,1,True,1,1,2,1,1,pass
1813,1,True,2,2,4,1,1,fail
1814,1,True,1,1,2,1,1,fail
1816,2,True,674,21,695,1,1,pass
1817,1,True,674,21,695,1,1,pass
1819,1,True,2,1,3,1,1,pass
1820,2,True,12,0,12,1,1,pass
1821,1,True,12,0,12,1,1,pass
1822,2,True,18,18,36,4,1,pass
1823,1,True,2,2,4,1,1,pass
1824,1,True,1,1,2,1,1,pass
1825,1,True,15,15,30,2,1,pass
1826,2,True,23,1,24,1,1,pass
1827,1,True,5,4,9,1,1,pass
1828,2,True,68,50,118,3,1,pass
1829,1,True,1,1,2,1,1,pass
1830,1,True,4,5,9,1,1,pass
1831,2,True,46,11,57,4,2,pass
1832,1,True,2,6,8,1,1,pass
1833,1,True,68,45,113,3,1,pass
1834,1,True,1,1,2,1,1,pass
1835,1,True,1,1,2,1,1,pass
1836,1,True,33,23,56,3,2,pass
1837,2,True,17,3,20,2,1,pass
1838,1,True,29,4,33,2,1,pass
1839,2,True,96,86,182,5,1,pass
1840,1,True,96,86,182,5,1,pass
1841,1,True,17,2,19,2,1,pass
1842,2,True,1,1,2,1,1,pass
1843,1,True,1,1,2,1,1,pass
1844,2,True,1,1,2,1,1,pass
1845,1,True,1,1,2,1,1,pass
1846,2,True,2,1,3,1,1,pass
1847,1,True,1,2,3,1,1,pass
1848,1,True,2,2,4,1,1,fail
1849,1,True,2,0,2,1,1,pass
1850,2,True,1,1,2,1,1,fail
1851,2,True,4,6,10,1,1,pass
1852,1,True,6,6,12,1,1,pass
1853,1,True,1,1,2,1,1,pass
1854,1,True,2,2,4,1,1,pass
1855,1,True,0,1,1,1,1,pass
1857,2,True,16,11,27,3,1,pass
1858,1,True,5,7,12,2,1,pass
1860,2,True,2,2,4,1,1,pass
1861,2,True,9,9,18,2,1,pass
1862,2,True,401,122,523,7,2,pass
1863,1,True,1,1,2,1,1,pass
1864,1,True,401,122,523,7,2,pass
1865,1,True,1,1,2,1,1,pass
1866,2,True,1,1,2,1,1,pass
1867,1,True,1,1,2,1,1,pass
1868,1,True,2,2,4,1,1,pass
1869,2,True,10,12,22,1,1,pass
1870,2,True,0,0,0,0,0,pass
1873,2,True,3,2,5,1,1,pass
1874,1,True,3,2,5,1,1,pass
1875,2,True,1,1,2,1,1,pass
1876,2,True,17,12,29,5,1,fail
1877,2,True,13,8,21,4,1,pass
1878,2,True,4,4,8,1,1,pass
1879,1,True,1,1,2,1,1,pass
1880,1,True,4,0,4,1,1,pass
1881,1,True,9,8,17,3,1,pass
1882,1,True,4,4,8,1,1,pass
1883,1,True,4,4,8,1,1,pass
1884,2,True,117,111,228,6,2,pass
1885,1,True,45,6,51,2,2,pass
1891,2,True,725,0,725,1,1,pass
1892,2,True,19,27,46,2,1,pass
1893,2,True,3,3,6,1,1,pass
1894,1,True,3,3,6,1,1,pass
1895,1,True,1,2,3,1,1,fail
1896,1,True,725,0,725,1,1,pass
1897,1,True,1,0,1,1,1,pass
1898,1,True,1,1,2,1,1,fail
1899,1,True,17,26,43,2,1,fail
1900,1,True,7,7,14,1,1,pass
1901,2,True,3,3,6,1,1,pass
1902,2,True,1,1,2,1,1,pass
1903,2,True,4,3,7,1,1,fail
1904,1,True,4,3,7,1,1,pass
1905,1,True,1,1,2,1,1,pass
1906,1,True,3,3,6,1,1,pass
1907,2,True,14,1,15,1,1,pass
1908,2,True,1,1,2,1,1,pass
1909,2,True,3,3,6,1,1,pass
1910,1,True,3,3,6,1,1,pass
1911,1,True,2,2,4,1,1,pass
1912,1,True,7,7,14,1,1,fail
1913,1,True,1,1,2,1,1,pass
1914,1,True,14,1,15,1,1,fail
1915,2,True,11,0,11,1,1,pass
1916,1,True,11,0,11,1,1,pass
1917,2,True,15,4,19,2,1,pass
1918,2,True,3,3,6,1,1,pass
1919,1,True,3,3,6,1,1,pass
1920,1,True,4,2,6,1,1,pass
1921,1,True,10,1,11,2,1,pass
1922,1,True,1,1,2,1,1,pass
1923,2,True,5,6,11,1,1,pass
1924,2,True,2,3,5,1,1,pass
1925,2,True,6,6,12,4,1,fail
1926,1,True,6,6,12,4,1,pass
1927,1,True,3,4,7,1,1,pass
1928,1,True,3,3,6,1,1,pass
1929,1,True,2,3,5,1,1,pass
1930,2,True,6,0,6,1,1,pass
1931,1,True,1,1,2,1,1,pass
1932,1,True,6,0,6,1,1,fail
1933,2,True,7,3,10,2,1,pass
1934,1,True,2,2,4,1,1,pass
1935,1,True,1,1,2,1,1,pass
1936,2,True,1,1,2,1,1,pass
1937,2,True,17,9,26,1,1,pass
1938,1,True,1,1,2,1,1,pass
1939,1,True,2,2,4,1,1,pass
1940,2,True,2298,375,2673,5,2,pass
1941,2,True,101,15,116,3,1,pass
1942,2,True,88,2,90,1,1,pass
1943,1,True,43,1,44,1,1,pass
1944,1,True,1,1,2,1,1,pass
1945,1,True,1,1,2,1,1,pass
1946,1,True,6,6,12,1,1,fail
1947,1,True,3,3,6,1,1,pass
1948,1,True,8,6,14,1,1,fail
1949,1,True,6,6,12,1,1,pass
1950,1,True,9,7,16,1,1,pass
1951,2,True,16,15,31,2,1,fail
1955,2,True,13,13,26,1,1,pass
1956,1,True,6,6,12,2,1,pass
1957,1,True,11,8,19,1,1,fail
1962,1,True,2,2,4,1,1,pass
1967,1,True,22,1,23,1,1,pass
1968,1,True,13,13,26,1,1,pass
1969,2,True,3,2,5,1,1,pass
1971,1,True,51,2,53,1,1,pass
1972,1,True,1,1,2,1,1,pass
1973,1,True,2,2,4,1,1,pass
1974,1,True,17,9,26,1,1,fail
1975,1,True,3,2,5,1,1,pass
1976,2,True,37,7,44,2,1,pass
1977,1,True,1,1,2,1,1,pass
1978,1,True,4,4,8,2,1,pass
1979,2,True,4,1,5,1,1,pass
1980,1,True,3,3,6,1,1,pass
1981,2,True,4,3,7,1,1,pass
1982,2,True,0,1,1,1,1,pass
1983,2,True,76,27,103,4,1,pass
1984,1,True,0,1,1,1,1,pass
1985,2,True,107,22,129,4,1,pass
1986,1,True,4,3,7,1,1,pass
1987,1,True,5,20,25,2,1,pass
1988,2,True,127,41,168,7,1,pass
1989,2,True,96,15,111,4,1,fail
1990,1,True,50,16,66,2,1,fail
1991,2,True,107,22,129,4,1,pass
1992,1,True,1,1,2,1,1,pass
1993,2,True,2,1,3,1,1,pass
1994,1,True,8,4,12,3,1,pass
1995,2,True,14,14,28,1,1,pass
1996,2,True,2,1,3,1,1,pass
1998,2,True,1,1,2,1,1,pass
1999,1,True,1,1,2,1,1,pass
2000,1,True,2,2,4,1,1,pass
2001,1,True,7,7,14,1,1,pass
2003,2,True,3,3,6,2,1,pass
2004,1,True,2,2,4,1,1,pass
2005,1,True,1,1,2,1,1,pass
2006,2,True,2,2,4,2,1,pass
2007,1,True,4,1,5,1,1,pass
2008,1,True,1,1,2,1,1,pass
2009,1,True,2,2,4,2,1,pass
2010,1,True,44,21,65,2,1,pass
2011,1,True,48,7,55,3,1,pass
2012,1,True,1,1,2,1,1,pass
2013,1,True,8,7,15,1,1,pass
2014,2,True,297,211,508,5,1,pass
2015,1,True,2,2,4,1,1,pass
2016,1,True,224,192,416,5,1,pass
2017,1,True,1,0,1,1,1,pass
2018,1,True,105,22,127,4,1,fail
2019,1,True,72,18,90,4,1,pass
2020,2,True,858,622,1480,5,1,fail
